16734569,EVGA 지포스 RTX 3090 Ti FTW3 ULTRA GAMING D6X 24GB,0,0,0,0,0,0,0,0
12273350,EVGA 지포스 RTX 3090 XC3 ULTRA GAMING D6X 24GB,2775880,2295870,2295870,2295870,2295870,2219080,2218960,2218730
8549444,GAINWARD 지포스 GTX 1650 고스트 OC D5 4GB,339000,339000,339000,339000,339000,414000,414000,414000
12076346,GAINWARD 지포스 GTX 1650 고스트 OC D6 4GB,293240,292950,292760,292520,292280,291990,291800,289220
13152725,GAINWARD 지포스 GTX 1660 SUPER 고스트 D6 6GB 백플레이트,900000,900000,900000,900000,900000,900000,900000,900000
9787452,GAINWARD 지포스 GTX 1660 SUPER 고스트 OC D6 6GB 백플레이트,900000,900000,900000,900000,900000,900000,900000,900000
13659461,GAINWARD 지포스 GTX 1660 SUPER 고스트 OC V1 D6 6GB 백플레이트,446480,446480,446480,446480,446480,446480,446250,446060
13493789,GAINWARD 지포스 GTX 1660 SUPER 고스트 V1 D6 6GB 백플레이트,445460,446000,446000,446000,445990,491960,445990,445990
15414089,GAINWARD 지포스 GTX 1660 Ti 고스트 V1 D6 6GB,451200,451200,451200,451200,451200,450200,449590,449360
14206214,GAINWARD 지포스 RTX 2060 SUPER 고스트 V1 D6 8GB,723730,715500,715500,715500,702500,702500,702500,702500
15931298,GAINWARD 지포스 RTX 2060 고스트 V1 D6 12GB,537000,537000,537000,537000,537000,537000,537000,537000
13494161,GAINWARD 지포스 RTX 2060 고스트 V2 D6 6GB,1844400,1844170,1844110,1843920,1843860,1843740,1843680,1843630
12822800,GAINWARD 지포스 RTX 3060 Ti 고스트 OC D6 8GB,4400000,4500000,4500000,4500000,4350000,0,0,0
16426796,GAINWARD 지포스 RTX 3060 Ti 고스트 OC V1 D6 8GB LHR,709500,692840,692550,692300,692050,674320,674130,673900
